order_id,customer_id,order_date,product_category,price,quantity,payment_method,region,revenue
39645,3495,2024-11-08,Books,447.01,3,Bank Transfer,Kalimantan,1341.03
39646,3590,2024-05-16,Electronics,333.56,4,Credit Card,Sulawesi,1334.24
39647,3996,2024-08-30,Clothing,310.12,4,Credit Card,Bali,1240.48
39648,3397,2024-08-10,Electronics,379.51,2,Credit Card,Bali,759.02
39649,4816,2024-08-11,Electronics,113.34,1,Bank Transfer,Java,113.34
39650,3899,2024-01-29,Sports,90.06,2,Credit Card,Sumatra,180.12
39651,1327,2024-07-07,Sports,420.97,3,Credit Card,Kalimantan,1262.91
39652,2835,2024-11-26,Sports,450.56,3,Credit Card,Kalimantan,1351.68
39653,2309,2024-03-06,Clothing,84.47,3,Bank Transfer,Sulawesi,253.41
39654,4106,2024-01-27,Books,267.92,1,E-Wallet,Sulawesi,267.92
39655,4604,2024-07-28,Clothing,88.88,2,E-Wallet,Kalimantan,177.76
39656,1622,2024-02-12,Electronics,20.03,4,Bank Transfer,Sumatra,80.12
39657,3535,2024-02-14,Books,252.6,1,E-Wallet,Bali,252.6
39658,2854,2024-06-10,Books,302.69,2,E-Wallet,Kalimantan,605.38
39659,3041,2024-08-26,Home,237.21,2,Credit Card,Sumatra,474.42
39660,2883,2024-06-27,Electronics,391.85,3,E-Wallet,Bali,1175.5500000000002
39661,3534,2024-06-10,Electronics,119.34,1,Credit Card,Kalimantan,119.34
39662,3192,2024-03-05,Home,460.61,2,Bank Transfer,Java,921.22
39663,4595,2024-09-21,Sports,283.77,4,Bank Transfer,Kalimantan,1135.08
39664,1755,2024-10-22,Electronics,268.55,1,Credit Card,Sumatra,268.55
39665,1145,2024-08-22,Home,229.01,3,Bank Transfer,Sulawesi,687.03
39666,2020,2024-04-05,Electronics,111.47,2,Credit Card,Bali,222.94
39667,4822,2024-05-17,Sports,145.18,4,Bank Transfer,Sumatra,580.72
39668,4574,2024-11-24,Home,278.59,1,E-Wallet,Bali,278.59
39669,2627,2024-06-26,Books,372.24,4,Bank Transfer,Java,1488.96
39670,1827,2024-11-28,Sports,74.69,4,Bank Transfer,Bali,298.76
39671,2858,2024-06-11,Clothing,263.69,2,Bank Transfer,Bali,527.38
39672,1626,2024-06-11,Electronics,19.94,3,E-Wallet,Sulawesi,59.82000000000001
39673,4598,2024-08-21,Home,95.73,3,Credit Card,Kalimantan,287.19
39674,2295,2024-03-02,Electronics,402.81,1,Credit Card,Java,402.81
39675,3581,2024-04-24,Books,141.77,2,E-Wallet,Sumatra,283.54
39676,1629,2024-08-17,Electronics,145.03,2,Bank Transfer,Kalimantan,290.06
39677,3928,2024-06-14,Books,267.85,1,Bank Transfer,Sumatra,267.85
39678,4166,2024-10-17,Clothing,188.76,4,Bank Transfer,Java,755.04
39679,4518,2024-03-28,Electronics,421.43,1,E-Wallet,Bali,421.43
39680,3462,2024-08-12,Clothing,229.72,3,Credit Card,Java,689.16
39681,1256,2024-09-25,Sports,428.71,3,E-Wallet,Bali,1286.1299999999999
39682,4914,2024-06-03,Home,9.42,2,E-Wallet,Kalimantan,18.84
39683,4333,2024-04-14,Electronics,405.2,2,E-Wallet,Bali,810.4
39684,3134,2024-12-06,Electronics,19.37,2,Credit Card,Kalimantan,38.74
39685,1904,2024-09-10,Clothing,435.42,3,Credit Card,Sulawesi,1306.26
39686,2459,2024-05-11,Clothing,476.06,2,E-Wallet,Sulawesi,952.12
39687,4901,2024-11-19,Books,443.71,2,Bank Transfer,Java,887.42
39688,3617,2024-09-22,Home,445.99,4,Bank Transfer,Bali,1783.96
39689,3789,2024-08-27,Electronics,278.97,3,Credit Card,Bali,836.9100000000001
39690,1107,2024-04-17,Electronics,473.65,4,Credit Card,Bali,1894.6
39691,2042,2024-08-25,Electronics,64.65,3,Bank Transfer,Java,193.95000000000002
39692,2388,2024-11-17,Sports,60.45,1,E-Wallet,Sumatra,60.45
39693,2676,2024-03-06,Sports,141.54,2,E-Wallet,Kalimantan,283.08
39694,2402,2024-04-24,Sports,275.42,2,Bank Transfer,Kalimantan,550.84
39695,1159,2024-02-16,Sports,88.2,1,Bank Transfer,Java,88.2
39696,1099,2024-09-17,Clothing,439.82,3,Bank Transfer,Kalimantan,1319.46
39697,1264,2024-03-11,Books,133.96,4,Credit Card,Sumatra,535.84
39698,4821,2024-04-07,Electronics,457.78,2,Bank Transfer,Bali,915.56
39699,3797,2024-02-20,Sports,146.63,2,E-Wallet,Java,293.26
39700,4120,2024-04-16,Electronics,73.57,4,E-Wallet,Sumatra,294.28
39701,1676,2024-08-31,Clothing,372.76,4,Bank Transfer,Kalimantan,1491.04
39702,1798,2024-05-09,Clothing,30.28,3,Credit Card,Bali,90.84
39703,4486,2024-11-06,Electronics,390.43,1,E-Wallet,Java,390.43
39704,2082,2024-07-11,Clothing,467.59,4,Bank Transfer,Bali,1870.36
39705,3230,2024-01-31,Clothing,119.41,3,E-Wallet,Sulawesi,358.23
39706,3706,2024-10-01,Home,407.7,2,Credit Card,Sulawesi,815.4
39707,2470,2024-01-08,Sports,459.53,3,Bank Transfer,Java,1378.59
39708,4969,2024-03-06,Electronics,165.06,4,Bank Transfer,Bali,660.24
39709,2324,2024-03-25,Electronics,390.63,2,E-Wallet,Sumatra,781.26
39710,1607,2024-10-06,Sports,54.31,3,E-Wallet,Sumatra,162.93
39711,2578,2024-10-15,Home,433.56,1,E-Wallet,Kalimantan,433.56
39712,4425,2024-01-15,Home,235.25,2,Bank Transfer,Sulawesi,470.5
39713,2792,2024-09-12,Books,127.66,2,Bank Transfer,Bali,255.32
39714,2236,2024-09-08,Clothing,265.54,3,Credit Card,Bali,796.6200000000001
39715,4260,2024-01-08,Electronics,132.42,3,Credit Card,Kalimantan,397.26
39716,3690,2024-10-09,Home,399.86,4,Credit Card,Sumatra,1599.44
39717,3394,2024-10-16,Sports,164.29,3,E-Wallet,Bali,492.87
39718,3859,2024-02-27,Home,41.19,4,Bank Transfer,Sulawesi,164.76
39719,4974,2024-02-28,Home,22.35,1,Credit Card,Bali,22.35
39720,1800,2024-01-08,Home,133.73,2,Credit Card,Kalimantan,267.46
39721,2160,2024-07-18,Clothing,268.4,3,Credit Card,Sulawesi,805.1999999999999
39722,2053,2024-08-17,Electronics,319.33,4,E-Wallet,Sumatra,1277.32
39723,3193,2024-04-03,Electronics,255.55,2,Credit Card,Sumatra,511.1
39724,2847,2024-11-12,Clothing,350.81,1,E-Wallet,Sulawesi,350.81
39725,2491,2024-11-22,Clothing,342.15,2,E-Wallet,Sulawesi,684.3
39726,3021,2024-02-02,Sports,289.19,3,E-Wallet,Java,867.5699999999999
39727,4688,2024-03-29,Electronics,342.53,2,Credit Card,Bali,685.06
39728,1502,2024-07-27,Electronics,431.6,2,Credit Card,Java,863.2
39729,3846,2024-12-27,Electronics,24.95,1,Credit Card,Sulawesi,24.95
39730,4015,2024-02-16,Home,417.26,4,Credit Card,Java,1669.04
39731,2214,2024-09-26,Home,181.22,1,Bank Transfer,Bali,181.22
39732,1470,2024-07-08,Home,156.25,1,Credit Card,Sulawesi,156.25
39733,3737,2024-08-19,Electronics,432.25,1,Bank Transfer,Sulawesi,432.25
39734,2368,2024-02-01,Home,305.41,2,E-Wallet,Java,610.82
39735,4822,2024-05-17,Sports,33.99,4,Credit Card,Kalimantan,135.96
39736,3048,2024-03-22,Home,99.36,2,Credit Card,Sulawesi,198.72
39737,1109,2024-03-28,Clothing,468.07,2,Credit Card,Java,936.14
39738,2873,2024-07-25,Electronics,209.19,4,Credit Card,Java,836.76
39739,4858,2024-08-26,Books,140.04,3,E-Wallet,Sumatra,420.12
39740,4954,2024-02-14,Home,102.96,3,E-Wallet,Java,308.88
39741,1893,2024-09-21,Books,280.55,3,Credit Card,Java,841.6500000000001
39742,2769,2024-09-23,Clothing,484.23,1,Credit Card,Java,484.23
39743,2087,2024-01-25,Electronics,71.45,4,Credit Card,Bali,285.8
39744,1755,2024-06-25,Clothing,123.44,2,Credit Card,Sumatra,246.88
39745,1052,2024-11-20,Clothing,250.3,3,Credit Card,Sumatra,750.9000000000001
39746,3309,2024-04-07,Home,111.56,4,E-Wallet,Bali,446.24
39747,4600,2024-10-01,Sports,499.73,1,E-Wallet,Bali,499.73
39748,2325,2024-04-01,Electronics,207.63,3,E-Wallet,Kalimantan,622.89
39749,3028,2024-09-28,Electronics,223.07,4,Bank Transfer,Sulawesi,892.28
39750,2991,2024-04-03,Electronics,113.5,3,Bank Transfer,Bali,340.5
39751,3933,2024-04-07,Books,398.93,4,Credit Card,Sumatra,1595.72
39752,3281,2024-02-07,Electronics,235.26,3,E-Wallet,Bali,705.78
39753,1072,2024-05-28,Clothing,325.97,2,E-Wallet,Sumatra,651.94
39754,2380,2024-07-11,Clothing,91.23,1,Credit Card,Kalimantan,91.23
39755,1950,2024-05-25,Home,69.01,4,E-Wallet,Kalimantan,276.04
39756,2626,2024-02-27,Books,282.6,3,Bank Transfer,Kalimantan,847.8000000000001
39757,1483,2024-03-30,Electronics,93.1,3,Bank Transfer,Java,279.29999999999995
39758,2029,2024-06-12,Electronics,260.05,2,Bank Transfer,Sumatra,520.1
39759,4781,2024-01-26,Clothing,499.61,2,Credit Card,Bali,999.22
39760,1876,2024-12-28,Clothing,223.67,3,Bank Transfer,Bali,671.01
39761,4779,2024-06-10,Clothing,17.36,1,Credit Card,Kalimantan,17.36
39762,3005,2024-08-16,Clothing,318.98,1,Bank Transfer,Java,318.98
39763,2831,2024-02-14,Books,133.15,2,Credit Card,Sulawesi,266.3
39764,1858,2024-08-18,Sports,470.64,4,Bank Transfer,Java,1882.56
39765,3020,2024-01-02,Sports,120.71,4,Credit Card,Bali,482.84
39766,2857,2024-06-24,Sports,466.66,3,Bank Transfer,Kalimantan,1399.98
39767,3184,2024-09-06,Electronics,14.05,2,Bank Transfer,Sumatra,28.1
39768,1778,2024-08-28,Electronics,489.3,2,Credit Card,Java,978.6
39769,4475,2024-01-25,Sports,140.35,2,Credit Card,Kalimantan,280.7
39770,1627,2024-06-15,Home,391.91,3,Credit Card,Bali,1175.73
39771,3602,2024-08-13,Home,235.83,2,E-Wallet,Kalimantan,471.66
39772,3790,2024-03-22,Sports,188.38,1,Credit Card,Sulawesi,188.38
39773,3617,2024-01-28,Books,479.21,2,Bank Transfer,Sumatra,958.42
39774,4277,2024-04-19,Home,471.21,1,Bank Transfer,Java,471.21
39775,1409,2024-12-13,Clothing,303.98,2,E-Wallet,Bali,607.96
39776,4877,2024-05-26,Electronics,469.94,2,E-Wallet,Java,939.88
39777,4677,2024-02-08,Clothing,395.38,4,Bank Transfer,Kalimantan,1581.52
39778,2059,2024-08-08,Sports,184.85,2,Bank Transfer,Kalimantan,369.7
39779,3277,2024-07-20,Clothing,448.52,3,E-Wallet,Bali,1345.56
39780,4298,2024-06-18,Electronics,182.57,1,Bank Transfer,Sumatra,182.57
39781,4766,2024-12-06,Books,473.36,4,E-Wallet,Java,1893.44
39782,3309,2024-10-25,Clothing,260.38,2,Bank Transfer,Sumatra,520.76
39783,2154,2024-10-18,Electronics,370.68,4,Bank Transfer,Kalimantan,1482.72
39784,2600,2024-06-29,Electronics,320.32,2,Credit Card,Sumatra,640.64
39785,1891,2024-04-05,Books,368.11,1,Bank Transfer,Java,368.11
39786,1447,2024-10-20,Sports,94.37,1,E-Wallet,Sumatra,94.37
39787,3233,2024-11-15,Home,445.17,3,Bank Transfer,Kalimantan,1335.51
39788,2652,2024-05-07,Home,412.07,2,E-Wallet,Sumatra,824.14
39789,4257,2024-07-14,Books,317.32,3,Bank Transfer,Sumatra,951.96
39790,2297,2024-02-01,Electronics,109.87,1,Credit Card,Bali,109.87
39791,2686,2024-12-03,Clothing,288.64,4,Credit Card,Java,1154.56
39792,1351,2024-10-17,Electronics,220.86,1,Credit Card,Bali,220.86
39793,2436,2024-03-12,Clothing,13.91,1,Credit Card,Java,13.91
39794,4222,2024-10-03,Clothing,461.97,2,Bank Transfer,Sulawesi,923.94
39795,3431,2024-08-12,Books,385.74,1,Credit Card,Sulawesi,385.74
39796,4107,2024-06-25,Clothing,449.32,4,Credit Card,Kalimantan,1797.28
39797,3373,2024-06-17,Sports,303.55,3,Credit Card,Sulawesi,910.6500000000001
39798,1464,2024-01-01,Sports,169.52,1,E-Wallet,Sumatra,169.52
39799,3513,2024-04-28,Electronics,222.6,3,Bank Transfer,Java,667.8
39800,4166,2024-10-04,Books,415.49,3,Bank Transfer,Kalimantan,1246.47
39801,2157,2024-10-21,Home,103.69,3,E-Wallet,Kalimantan,311.07
39802,3209,2024-06-03,Home,79.98,2,Bank Transfer,Sulawesi,159.96
39803,1555,2024-10-01,Electronics,54.72,3,E-Wallet,Sumatra,164.16
39804,1299,2024-01-12,Home,54.23,4,Credit Card,Kalimantan,216.92
39805,4866,2024-01-18,Electronics,245.87,1,Bank Transfer,Sumatra,245.87
39806,1355,2024-05-03,Electronics,369.44,4,E-Wallet,Bali,1477.76
39807,2263,2024-01-29,Electronics,445.75,1,Credit Card,Kalimantan,445.75
39808,1563,2024-10-05,Clothing,286.11,4,Credit Card,Kalimantan,1144.44
39809,1792,2024-07-01,Sports,250.63,1,Credit Card,Sumatra,250.63
39810,2022,2024-02-10,Sports,196.67,2,Bank Transfer,Java,393.34
39811,3633,2024-05-26,Electronics,153.83,4,Credit Card,Sumatra,615.32
39812,4878,2024-08-11,Sports,21.6,3,Bank Transfer,Java,64.80000000000001
39813,3797,2024-12-25,Clothing,366.79,1,E-Wallet,Java,366.79
39814,2190,2024-07-31,Electronics,40.05,4,E-Wallet,Kalimantan,160.2
39815,3187,2024-03-19,Electronics,380.25,3,E-Wallet,Kalimantan,1140.75
39816,4210,2024-06-27,Sports,358.31,4,E-Wallet,Java,1433.24
39817,2904,2024-06-16,Sports,493.81,3,E-Wallet,Kalimantan,1481.43
39818,3282,2024-09-24,Electronics,14.89,2,Bank Transfer,Kalimantan,29.78
39819,3036,2024-01-05,Electronics,125.21,3,Credit Card,Kalimantan,375.63
39820,2026,2024-02-22,Clothing,45.73,4,Credit Card,Kalimantan,182.92
39821,1255,2024-09-12,Sports,466.77,4,Credit Card,Bali,1867.08
39822,3418,2024-10-27,Books,259.42,3,E-Wallet,Kalimantan,778.26
39823,3325,2024-06-05,Home,478.07,3,E-Wallet,Kalimantan,1434.21
39824,3563,2024-01-19,Electronics,81.9,2,Bank Transfer,Sumatra,163.8
39825,3951,2024-05-18,Home,168.34,4,Bank Transfer,Kalimantan,673.36
39826,2805,2024-05-02,Books,321.26,4,Credit Card,Sulawesi,1285.04
39827,2235,2024-07-20,Books,141.33,4,E-Wallet,Bali,565.32
39828,4287,2024-12-01,Books,461.31,1,Bank Transfer,Bali,461.31
39829,1269,2024-07-27,Home,222.2,1,Credit Card,Sumatra,222.2
39830,3523,2024-07-16,Clothing,308.83,2,Credit Card,Sulawesi,617.66
39831,2551,2024-03-23,Books,178.74,3,Credit Card,Kalimantan,536.22
39832,1927,2024-08-05,Books,108.38,2,Bank Transfer,Sumatra,216.76
39833,1063,2024-09-13,Electronics,400.1,4,E-Wallet,Sumatra,1600.4
39834,4822,2024-11-01,Sports,397.5,3,Credit Card,Kalimantan,1192.5
39835,1459,2024-04-17,Books,408.63,1,E-Wallet,Sumatra,408.63
39836,2039,2024-08-25,Books,168.4,4,Bank Transfer,Sumatra,673.6
39837,3611,2024-07-15,Sports,427.85,3,Credit Card,Bali,1283.5500000000002
39838,2042,2024-06-02,Home,162.92,4,Credit Card,Sumatra,651.68
39839,2348,2024-06-18,Sports,183.76,3,E-Wallet,Kalimantan,551.28
39840,1907,2024-11-19,Home,153.22,4,Credit Card,Sumatra,612.88
39841,1092,2024-08-05,Clothing,218.19,1,E-Wallet,Java,218.19
39842,1772,2024-12-21,Clothing,18.14,4,Bank Transfer,Sulawesi,72.56
39843,1809,2024-12-01,Home,129.06,4,Credit Card,Bali,516.24
39844,3041,2024-06-07,Clothing,131.35,2,Bank Transfer,Kalimantan,262.7
39845,4088,2024-07-13,Home,426.73,3,Credit Card,Sumatra,1280.19
39846,2646,2024-08-30,Clothing,348.6,4,Credit Card,Kalimantan,1394.4
39847,1839,2024-02-22,Home,135.07,2,Credit Card,Java,270.14
39848,4943,2024-10-28,Home,184.52,4,E-Wallet,Sumatra,738.08
39849,1487,2024-01-10,Sports,481.52,3,Bank Transfer,Sulawesi,1444.56
39850,4165,2024-12-09,Home,300.37,3,Bank Transfer,Sulawesi,901.11
39851,4081,2024-02-15,Sports,351.17,3,E-Wallet,Java,1053.51
39852,2747,2024-06-16,Electronics,485.66,2,Bank Transfer,Bali,971.32
39853,1748,2024-06-12,Electronics,331.49,4,Bank Transfer,Bali,1325.96
39854,4837,2024-03-20,Electronics,202.98,1,Credit Card,Java,202.98
39855,1527,2024-11-02,Sports,194.59,1,Credit Card,Kalimantan,194.59
39856,4560,2024-09-16,Home,60.46,4,Bank Transfer,Sulawesi,241.84
39857,2167,2024-08-20,Clothing,54.98,3,Bank Transfer,Sumatra,164.94
39858,1553,2024-02-22,Sports,192.05,2,E-Wallet,Sumatra,384.1
39859,1514,2024-09-07,Electronics,212.53,4,Bank Transfer,Bali,850.12
39860,4990,2024-07-23,Electronics,330.18,4,Credit Card,Sulawesi,1320.72
39861,4541,2024-09-18,Clothing,233.07,1,Credit Card,Sulawesi,233.07
39862,1376,2024-07-15,Electronics,364.67,1,Credit Card,Sumatra,364.67
39863,4739,2024-03-22,Clothing,54.65,3,Bank Transfer,Bali,163.95
39864,4565,2024-01-07,Books,161.31,1,Credit Card,Kalimantan,161.31
39865,2708,2024-12-31,Home,452.34,1,Bank Transfer,Kalimantan,452.34
39866,1483,2024-06-03,Home,26.68,2,Credit Card,Kalimantan,53.36
39867,1451,2024-09-19,Home,330.46,4,Bank Transfer,Kalimantan,1321.84
39868,2559,2024-04-26,Clothing,279.29,4,E-Wallet,Bali,1117.16
39869,3834,2024-11-14,Books,34.88,2,Bank Transfer,Kalimantan,69.76
39870,2098,2024-05-22,Books,70.17,3,Bank Transfer,Bali,210.51
39871,4111,2024-02-02,Sports,147.11,1,Bank Transfer,Bali,147.11
39872,1301,2024-12-04,Electronics,55.51,2,Credit Card,Sulawesi,111.02
39873,2575,2024-02-20,Books,188.09,4,E-Wallet,Sumatra,752.36
39874,4133,2024-06-30,Electronics,336.8,3,Credit Card,Bali,1010.4000000000001
39875,2773,2024-01-15,Home,367.97,3,Bank Transfer,Sulawesi,1103.91
39876,2526,2024-11-27,Clothing,186.62,1,Credit Card,Bali,186.62
39877,1998,2024-10-11,Electronics,441.71,2,Bank Transfer,Kalimantan,883.42
39878,4316,2024-10-31,Books,437.88,4,E-Wallet,Java,1751.52
39879,3065,2024-11-16,Books,76.01,2,Credit Card,Java,152.02
39880,4723,2024-10-14,Books,338.55,2,E-Wallet,Bali,677.1
39881,1397,2024-05-04,Electronics,137.4,1,Credit Card,Sumatra,137.4
39882,2006,2024-06-18,Clothing,298.95,3,Bank Transfer,Kalimantan,896.8499999999999
39883,3641,2024-09-25,Books,191.16,4,Credit Card,Sulawesi,764.64
39884,3236,2024-10-20,Electronics,286.34,1,E-Wallet,Sulawesi,286.34
39885,4691,2024-08-22,Home,315.86,3,Bank Transfer,Bali,947.58
39886,4817,2024-03-25,Clothing,79.69,1,Credit Card,Java,79.69
39887,2803,2024-08-23,Electronics,253.89,4,E-Wallet,Kalimantan,1015.56
39888,3151,2024-06-21,Books,86.32,4,E-Wallet,Sumatra,345.28
39889,2946,2024-10-28,Electronics,94.33,2,E-Wallet,Kalimantan,188.66
39890,4717,2024-11-16,Home,373.75,1,Bank Transfer,Sulawesi,373.75
39891,4415,2024-04-13,Clothing,457.33,2,Credit Card,Kalimantan,914.66
39892,2394,2024-04-08,Clothing,223.42,1,E-Wallet,Sulawesi,223.42
39893,1032,2024-08-24,Electronics,379.37,4,E-Wallet,Bali,1517.48
39894,3796,2024-06-15,Home,289.98,4,Credit Card,Java,1159.92
39895,3421,2024-11-24,Books,439.03,2,Credit Card,Bali,878.06
39896,4919,2024-05-25,Sports,465.71,2,E-Wallet,Sumatra,931.42
39897,4249,2024-06-14,Home,418.85,1,Bank Transfer,Java,418.85
39898,4083,2024-07-05,Sports,462.01,4,Bank Transfer,Sumatra,1848.04
39899,4934,2024-04-19,Sports,128.69,1,Bank Transfer,Bali,128.69
39900,3788,2024-01-19,Clothing,148.14,1,Bank Transfer,Sulawesi,148.14
39901,2844,2024-06-20,Home,295.43,3,E-Wallet,Bali,886.29
39902,2804,2024-08-07,Books,401.25,4,E-Wallet,Sumatra,1605.0
39903,1889,2024-12-01,Home,47.13,1,Bank Transfer,Java,47.13
39904,3503,2024-05-20,Electronics,163.86,2,Bank Transfer,Java,327.72
39905,2893,2024-12-03,Sports,165.88,2,E-Wallet,Kalimantan,331.76
39906,2666,2024-12-20,Electronics,435.02,1,Bank Transfer,Sulawesi,435.02
39907,1248,2024-12-03,Sports,373.78,2,Credit Card,Kalimantan,747.56
39908,3495,2024-06-21,Sports,327.1,2,Credit Card,Sumatra,654.2
39909,4065,2024-11-09,Sports,97.24,2,Bank Transfer,Sulawesi,194.48
39910,1979,2024-01-29,Electronics,264.38,2,Bank Transfer,Sulawesi,528.76
39911,4641,2024-05-07,Books,9.56,3,Credit Card,Java,28.68
39912,4075,2024-04-28,Home,107.63,1,E-Wallet,Sulawesi,107.63
39913,2259,2024-04-10,Sports,401.97,1,E-Wallet,Sulawesi,401.97
39914,3220,2024-11-08,Home,329.24,4,Bank Transfer,Bali,1316.96
39915,2345,2024-09-28,Clothing,275.84,3,Credit Card,Java,827.52
39916,3418,2024-06-11,Clothing,422.41,1,E-Wallet,Sumatra,422.41
39917,2571,2024-03-08,Electronics,223.69,4,E-Wallet,Kalimantan,894.76
39918,3838,2024-11-27,Home,143.66,4,Bank Transfer,Bali,574.64
39919,3796,2024-03-03,Electronics,420.13,1,E-Wallet,Bali,420.13
39920,1786,2024-08-30,Home,154.95,2,Credit Card,Java,309.9
39921,4367,2024-10-09,Home,428.65,1,Credit Card,Bali,428.65
39922,1839,2024-05-31,Clothing,333.28,1,E-Wallet,Bali,333.28
39923,3447,2024-08-16,Electronics,317.56,4,Credit Card,Sulawesi,1270.24
39924,4129,2024-10-15,Clothing,44.47,3,Bank Transfer,Java,133.41
39925,2898,2024-09-13,Books,241.32,4,Bank Transfer,Kalimantan,965.28
39926,4601,2024-07-24,Clothing,189.81,1,E-Wallet,Sulawesi,189.81
39927,3595,2024-10-02,Clothing,463.95,1,Bank Transfer,Java,463.95
39928,1407,2024-01-15,Home,11.17,4,Bank Transfer,Java,44.68
39929,3688,2024-09-22,Home,303.49,2,E-Wallet,Sumatra,606.98
39930,4584,2024-04-18,Electronics,208.99,2,Bank Transfer,Kalimantan,417.98
39931,1063,2024-02-09,Electronics,403.41,3,E-Wallet,Bali,1210.23
39932,3621,2024-05-07,Clothing,417.97,3,Bank Transfer,Bali,1253.91
39933,4949,2024-06-13,Clothing,234.76,4,E-Wallet,Sulawesi,939.04
39934,3467,2024-10-01,Clothing,84.06,4,Bank Transfer,Kalimantan,336.24
39935,4914,2024-11-05,Clothing,106.2,4,Bank Transfer,Java,424.8
39936,3193,2024-08-14,Clothing,363.36,1,E-Wallet,Bali,363.36
39937,4343,2024-03-24,Clothing,412.39,3,Credit Card,Bali,1237.17
39938,1016,2024-09-28,Sports,186.46,3,Credit Card,Sulawesi,559.38
39939,4863,2024-06-13,Home,186.3,3,Credit Card,Java,558.9000000000001
39940,3145,2024-11-21,Books,88.1,1,Bank Transfer,Sulawesi,88.1
39941,3499,2024-02-10,Books,330.41,4,Bank Transfer,Kalimantan,1321.64
39942,4810,2024-09-22,Books,64.54,1,E-Wallet,Sumatra,64.54
39943,4022,2024-10-05,Clothing,353.14,3,E-Wallet,Kalimantan,1059.42
39944,1897,2024-12-23,Clothing,301.07,4,E-Wallet,Sumatra,1204.28
39945,2015,2024-05-22,Home,406.25,4,E-Wallet,Sulawesi,1625.0
39946,2266,2024-12-02,Books,301.27,3,Bank Transfer,Java,903.81
39947,1478,2024-10-29,Home,107.62,4,Bank Transfer,Kalimantan,430.48
39948,1200,2024-12-21,Clothing,291.39,2,E-Wallet,Java,582.78
39949,4977,2024-10-28,Home,452.92,1,E-Wallet,Kalimantan,452.92
39950,2972,2024-03-19,Electronics,397.22,4,E-Wallet,Java,1588.88
39951,4544,2024-12-02,Sports,89.75,4,Credit Card,Bali,359.0
39952,1178,2024-07-28,Home,51.21,3,E-Wallet,Java,153.63
39953,3555,2024-07-26,Home,479.7,4,Credit Card,Java,1918.8
39954,1452,2024-09-16,Electronics,374.25,3,Bank Transfer,Sulawesi,1122.75
39955,3317,2024-08-16,Home,414.55,1,Credit Card,Sulawesi,414.55
39956,4305,2024-11-25,Home,450.65,4,E-Wallet,Sulawesi,1802.6
39957,4695,2024-08-29,Home,236.13,4,Bank Transfer,Bali,944.52
39958,1485,2024-03-02,Sports,437.67,4,Bank Transfer,Java,1750.68
39959,3023,2024-11-09,Sports,69.66,3,E-Wallet,Bali,208.98
39960,1577,2024-04-09,Home,172.77,3,E-Wallet,Kalimantan,518.3100000000001
39961,1337,2024-08-07,Books,174.02,4,Bank Transfer,Kalimantan,696.08
39962,1860,2024-05-07,Clothing,22.7,1,E-Wallet,Sulawesi,22.7
39963,3804,2024-09-16,Clothing,97.71,2,Credit Card,Java,195.42
39964,3804,2024-03-10,Home,365.7,3,Credit Card,Kalimantan,1097.1
39965,3003,2024-05-30,Clothing,234.01,2,Credit Card,Sumatra,468.02
39966,2471,2024-09-05,Clothing,300.35,4,Bank Transfer,Kalimantan,1201.4
39967,3631,2024-12-09,Electronics,309.57,2,Bank Transfer,Sumatra,619.14
39968,3042,2024-05-14,Home,109.38,4,Bank Transfer,Sumatra,437.52
39969,4428,2024-04-20,Electronics,463.62,2,Bank Transfer,Kalimantan,927.24
39970,4120,2024-04-23,Electronics,74.25,3,Credit Card,Sulawesi,222.75
39971,2519,2024-01-07,Electronics,6.58,2,E-Wallet,Java,13.16
39972,3393,2024-08-27,Home,135.48,3,Bank Transfer,Sulawesi,406.43999999999994
39973,1701,2024-08-24,Electronics,255.79,1,E-Wallet,Sumatra,255.79
39974,1292,2024-08-30,Books,88.07,3,E-Wallet,Sulawesi,264.21
39975,4760,2024-09-21,Sports,387.83,2,E-Wallet,Sulawesi,775.66
39976,4744,2024-04-24,Clothing,108.83,1,E-Wallet,Sulawesi,108.83
39977,2173,2024-08-08,Home,477.42,1,Credit Card,Sulawesi,477.42
39978,2605,2024-02-28,Electronics,356.35,1,Credit Card,Sumatra,356.35
39979,2568,2024-04-23,Sports,428.43,3,Bank Transfer,Bali,1285.29
39980,3843,2024-06-12,Clothing,276.37,2,E-Wallet,Java,552.74
39981,2879,2024-11-11,Electronics,278.93,3,E-Wallet,Sulawesi,836.79
39982,2021,2024-07-03,Sports,487.52,4,Credit Card,Sulawesi,1950.08
39983,2283,2024-04-01,Clothing,62.98,4,Bank Transfer,Bali,251.92
39984,4393,2024-06-16,Home,292.52,2,Credit Card,Sumatra,585.04
39985,3124,2024-09-15,Sports,38.7,2,Credit Card,Sulawesi,77.4
39986,2133,2024-05-11,Sports,495.15,1,Bank Transfer,Kalimantan,495.15
39987,3864,2024-01-11,Clothing,317.23,4,Credit Card,Bali,1268.92
39988,1895,2024-06-06,Books,46.01,1,Bank Transfer,Kalimantan,46.01
39989,3698,2024-07-24,Clothing,146.59,3,Bank Transfer,Bali,439.77
39990,1546,2024-12-23,Home,446.06,3,E-Wallet,Sulawesi,1338.18
39991,2446,2024-08-03,Home,45.35,2,E-Wallet,Java,90.7
39992,3441,2024-05-15,Electronics,140.7,1,E-Wallet,Kalimantan,140.7
39993,4306,2024-03-13,Home,254.94,4,E-Wallet,Sumatra,1019.76
